CODE_UIC,LIBELLE,FRET,VOYAGEURS,CODE_LIGNE,RG_TRONCON,PK,COMMUNE,DEPARTEMEN,IDRESEAU,IDGAIA,X_L93,Y_L93,X_WGS84,Y_WGS84,C_GEO,Geo Point,Geo Shape,comune,comuneLabel,cordinate,comuneLabel_capital,CODE_UIC.1,CODE_UIC_trimmed,sa_stop_id,sa_stop_name,sa_stop_desc,sa_stop_lat,sa_stop_lon,sa_zone_id,sa_stop_url,sa_location_type,sa_parent_station,sa_CODE_UIC,wiki_station_name,wiki_coordinates
87182105,Sierentz,N,O,115000,1,124+876,SIERENTZ,HAUT-RHIN,6855,29d695f8-dfbc-11e3-a2ff-01a464e0362d,1034561.531,6737868.523,7.459421375,47.65615488,"47.656154876, 7.45942137528","47.6561548759, 7.45942137528","{""type"": ""Point"", ""coordinates"": [7.459421375280685, 47.65615487593432]}",http://www.wikidata.org/entity/Q635223,Sierentz,Point(7.455833333 47.655555555,SIERENTZ,87182105,87182105,StopArea:OCE87182105,Gare de Sierentz,,47.65609759,7.45912663,,,1,,87182105,http://www.wikidata.org/entity/Q2148311,Point(7.45874 47.655686
87611434,Lacourtensourt,N,O,640000,1,249+683,TOULOUSE,HAUTE-GARONNE,4807,dff4be66-19bf-11e5-82ff-01fc64e0362d,572073.8833,6286213.422,1.414292386,43.66339943,"43.6633994347, 1.41429238613","43.6633994347, 1.41429238613","{""type"": ""Point"", ""coordinates"": [1.414292386126724, 43.663399434717576]}",http://www.wikidata.org/entity/Q7880,Toulouse,Point(1.443888888 43.604444444,TOULOUSE,87611434,87611434,StopArea:OCE87611434,Gare de Lacourtensourt,,43.66384478,1.4141264,,,1,,87611434,,
87313726,Marseille-en-Beauvaisis,N,O,325000,1,100+078,MARSEILLE-EN-BEAUVAISIS,OISE,5394,e008bdc0-19bf-11e5-82ff-01fc64e0362d,624355.3805,6941801.14,1.954684191,49.57095251,"49.5709525061, 1.95468419077","49.5709525061, 1.95468419077","{""type"": ""Point"", ""coordinates"": [1.954684190772343, 49.57095250612069]}",http://www.wikidata.org/entity/Q971261,Marseille-en-Beauvaisis,Point(1.955555555 49.575555555,MARSEILLE-EN-BEAUVAISIS,87313726,87313726,StopArea:OCE87313726,Gare de Marseille-en-Beauvaisis,,49.57107028,1.95469098,,,1,,87313726,http://www.wikidata.org/entity/Q2069276,Point(1.953889 49.571389
87471391,Pontchaillou,N,O,441000,1,377+295,RENNES,ILLE-ET-VILAINE,6100,e177fb90-19bf-11e5-a6ff-01fc64e0362d,351073.6888,6790135.212,-1.691801073,48.11826356,"48.1182635564, -1.6918010732","48.1182635563, -1.6918010732","{""type"": ""Point"", ""coordinates"": [-1.691801073204266, 48.118263556335506]}",http://www.wikidata.org/entity/Q647,Rennes,Point(-1.680833333 48.114166666,RENNES,87471391,87471391,StopArea:OCE87471391,Gare de Pontchaillou,,48.11832553,-1.69179706,,,1,,87471391,,
87474007,Brest,O,O,420000,1,622+422,BREST,FINISTERE,3375,d9acb52a-6667-11e3-89ff-01f464e0362d,147112.3567,6835940.957,-4.479243012,48.3879298,"48.3879297952, -4.47924301174","48.3879297952, -4.47924301174","{""type"": ""Point"", ""coordinates"": [-4.479243011743672, 48.38792979521671]}",http://www.wikidata.org/entity/Q12193,Brest,Point(-4.486944444 48.39,BREST,87474007,87474007,StopArea:OCE87474007,Gare de Brest,,48.38808306,-4.47891795,,,1,,87474007,,
87722314,Loire,O,N,800000,1,535+661,LOIRE-SUR-RHÃ”NE,RHONE,9328,e54f5e04-6667-11e3-a7ff-01f464e0362d,840776.8906,6497668.52,4.804848432,45.56403555,"45.5640355475, 4.80484843212","45.5640355475, 4.80484843212","{""type"": ""Point"", ""coordinates"": [4.804848432118336, 45.564035547465686]}",,,,,87722314,87722314,,,,,,,,,,,,
87286641,Fretin,N,O,267000,1,010+252,FRETIN,NORD,4237,d9c57be8-6667-11e3-89ff-01f464e0362d,710567.7884,7051517.611,3.148901427,50.56074516,"50.5607451595, 3.14890142687","50.5607451595, 3.14890142687","{""type"": ""Point"", ""coordinates"": [3.148901426869477, 50.560745159529155]}",http://www.wikidata.org/entity/Q1165041,Fretin,Point(3.134166666 50.5575,FRETIN,87286641,87286641,StopArea:OCE87286641,Gare de Fretin-Nord,,50.55984354,3.14951897,,,1,,87286641,,
87396317,Sceaux-BoÃ«sse,N,O,420000,1,178+130,BOÃ‹SSÃ‰-LE-SEC,SARTHE,6792,c0e24e90-f312-11e3-90ff-015864e0362d,519400.9377,6782994.245,0.572453197,48.12233133,"48.1223313267, 0.572453197132","48.1223313267, 0.572453197132","{""type"": ""Point"", ""coordinates"": [0.572453197132246, 48.122331326660024]}",,,,,87396317,87396317,StopArea:OCE87396317,Gare de Sceaux-Boessé,,48.12223389,0.57227123,,,1,,87396317,,
87172155,Mohon,O,O,204000,1,000-111,CHARLEVILLE-MEZIERES,ARDENNES,5539,d9a3ab02-6667-11e3-89ff-01f464e0362d,825026.2582,6962853.314,4.733921191,49.75228608,"49.7522860811, 4.73392119069","49.7522860811, 4.73392119069","{""type"": ""Point"", ""coordinates"": [4.733921190685569, 49.75228608106358]}",,,,,87172155,87172155,StopArea:OCE87172155,Gare de Mohon,,49.75264663,4.73325217,,,1,,87172155,http://www.wikidata.org/entity/Q3097056,Point(4.733266 49.752719
87592741,BussiÃ¨re-Galant,N,O,615000,1,491+726,BUSSIÃˆRE-GALANT,HAUTE-VIENNE,3443,29104dda-dfbc-11e3-a2ff-01a464e0362d,546368.254,6502959.67,1.028716613,45.60889995,"45.6088999547, 1.02871661289","45.6088999547, 1.02871661289","{""type"": ""Point"", ""coordinates"": [1.028716612888772, 45.608899954678535]}",,,,,87592741,87592741,StopArea:OCE87592741,Gare de Bussière-Galant,,45.60758169,1.02615404,,,1,,87592741,http://www.wikidata.org/entity/Q3096095,Point(1.02614 45.607457
87342063,Courcelles-le-Comte,N,O,272000,1,178+145,HAMELINCOURT,PAS-DE-CALAIS,3845,e145677e-19bf-11e5-a6ff-01fc64e0362d,684839.7624,7007922.011,2.788039555,50.16926361,"50.1692636128, 2.78803955527","50.1692636128, 2.78803955527","{""type"": ""Point"", ""coordinates"": [2.788039555266338, 50.16926361275274]}",http://www.wikidata.org/entity/Q910670,Hamelincourt,Point(2.799166666 50.183888888,HAMELINCOURT,87342063,87342063,StopArea:OCE87342063,Gare de Courcelles-le-Comte,,50.16955199,2.78789304,,,1,,87342063,,
87345140,Billy-Montigny,N,O,284000,2,214+994,BILLY-MONTIGNY,PAS-DE-CALAIS,3230,d9ba3ed8-6667-11e3-89ff-01f464e0362d,693738.4101,7035306.506,2.912027846,50.41528974,"50.4152897437, 2.91202784616","50.4152897437, 2.91202784616","{""type"": ""Point"", ""coordinates"": [2.912027846162154, 50.41528974368311]}",http://www.wikidata.org/entity/Q772803,Billy-Montigny,Point(2.911944444 50.418055555,BILLY-MONTIGNY,87345140,87345140,StopArea:OCE87345140,Gare de Billy Montigny,,50.41552756,2.91203353,,,1,,87345140,,
87411819,ClÃ¨res,N,O,353300,1,000+000,BEAUTOT,SEINE-MARITIME,3740,d94e9174-6667-11e3-89ff-01f464e0362d,558785.8352,6949946.518,1.046092453,49.63294806,"49.632948061, 1.04609245327","49.632948061, 1.04609245327","{""type"": ""Point"", ""coordinates"": [1.046092453274375, 49.632948060995204]}",http://www.wikidata.org/entity/Q1113743,Beautot,Point(1.035277777 49.643055555,BEAUTOT,87411819,87411819,StopArea:OCE87411819,Gare de Clères,,49.59908043,1.1061742,,,1,,87411819,http://www.wikidata.org/entity/Q3096260,Point(1.106517 49.599407
87611004,Toulouse-Matabiau,N,O,650000,1,000+000,TOULOUSE,HAUTE-GARONNE,7005,e02e27ec-19bf-11e5-82ff-01fc64e0362d,575318.0046,6280015.532,1.455996519,43.60822109,"43.6082210885, 1.45599651939","43.6082210884, 1.45599651939","{""type"": ""Point"", ""coordinates"": [1.455996519392438, 43.60822108842937]}",http://www.wikidata.org/entity/Q7880,Toulouse,Point(1.443888888 43.604444444,TOULOUSE,87611004,87611004,StopArea:OCE87611004,Gare de Toulouse-Matabiau,,43.61146412,1.45355763,,,1,,87611004,http://www.wikidata.org/entity/Q373449,Point(1.453611111 43.611111111
87175000,St-Dizier,O,O,19000,1,027+718,SAINT-DIZIER,HAUTE-MARNE,6431,d9489e44-6667-11e3-89ff-01f464e0362d,843733.606,6839728.553,4.951079374,48.64175375,"48.6417537511, 4.95107937389","48.6417537511, 4.95107937389","{""type"": ""Point"", ""coordinates"": [4.951079373888255, 48.64175375108352]}",http://www.wikidata.org/entity/Q208310,Saint-Dizier,Point(4.948888888 48.637777777,SAINT-DIZIER,87175000,87175000,StopArea:OCE87175000,Gare de St-Dizier,,48.6428056,4.94718655,,,1,,87175000,,
87755264,La Seyne-Six-Fours,O,O,930000,1,061+820,SEYNE-SUR-MER-LA,VAR,4764,292e477c-dfbc-11e3-a2ff-01a464e0362d,934265.7462,6228462.112,5.876860829,43.11701426,"43.117014255, 5.87686082881","43.117014255, 5.87686082881","{""type"": ""Point"", ""coordinates"": [5.8768608288082, 43.117014254981406]}",,,,,87755264,87755264,StopArea:OCE87755264,Gare de La Seyne-Six-Fours,,43.11696789,5.87694331,,,1,,87755264,http://www.wikidata.org/entity/Q2333352,Point(5.876923 43.117031
87473090,Plestan,O,O,420000,1,446+957,PLESTAN,COTES-D'ARMOR,6021,e15adda4-19bf-11e5-a6ff-01fc64e0362d,297710.9378,6827785.526,-2.442067637,48.4255384,"48.4255384001, -2.44206763662","48.4255384, -2.44206763662","{""type"": ""Point"", ""coordinates"": [-2.442067636620877, 48.425538400040075]}",http://www.wikidata.org/entity/Q223157,Plestan,Point(-2.446944444 48.423888888,PLESTAN,87473090,87473090,StopArea:OCE87473090,Gare de Plestan,,48.42563147,-2.44266881,,,1,,87473090,http://www.wikidata.org/entity/Q2269977,Point(-2.441111111 48.425
87756478,CarnolÃ¨s,N,O,930000,1,246+800,ROQUEBRUNE-CAP-MARTIN,ALPES-MARITIMES,3492,29bfe2f0-dfbc-11e3-a2ff-01a464e0362d,1060709.443,6306044.624,7.480923702,43.7612859,"43.7612858968, 7.48092370169","43.7612858968, 7.48092370169","{""type"": ""Point"", ""coordinates"": [7.480923701693253, 43.76128589678758]}",http://www.wikidata.org/entity/Q220668,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222,ROQUEBRUNE-CAP-MARTIN,87756478,87756478,StopArea:OCE87756478,Gare de Carnolès,,43.76198613,7.48144148,,,1,,87756478,http://www.wikidata.org/entity/Q2388773,Point(7.481893 43.762343
87581884,Le Bec-d'AmbÃ¨s,O,N,583000,1,592+321,AMBÃˆS,GIRONDE,3148,e1952a4e-19bf-11e5-a6ff-01fc64e0362d,418109.0323,6442323.934,-0.579997038,45.02263255,"45.0226325505, -0.579997037526","45.0226325505, -0.579997037526","{""type"": ""Point"", ""coordinates"": [-0.579997037525871, 45.022632550510295]}",,,,,87581884,87581884,,,,,,,,,,,,
87276766,RibÃ©court,O,O,242000,1,096+821,RIBÃ‰COURT-DRESLINCOURT,OISE,6248,294a81e8-dfbc-11e3-a2ff-01a464e0362d,694740.9635,6934087.927,2.927420322,49.50611182,"49.5061118179, 2.9274203215","49.5061118179, 2.9274203215","{""type"": ""Point"", ""coordinates"": [2.92742032150137, 49.50611181788378]}",,,,,87276766,87276766,StopArea:OCE87276766,Gare de Ribécourt,,49.50632007,2.92711521,,,1,,87276766,,
87141291,NeufchÃ¢teau,O,O,30000,1,048+782,NEUFCHÃ‚TEAU,VOSGES,5759,2932d872-dfbc-11e3-a2ff-01a464e0362d,899335.426,6809968.962,5.691563661,48.35944961,"48.3594496141, 5.69156366144","48.3594496141, 5.69156366144","{""type"": ""Point"", ""coordinates"": [5.69156366143611, 48.35944961407942]}",,,,,87141291,87141291,StopArea:OCE87141291,Gare de Neufchâteau,,48.35725942,5.6901793,,,1,,87141291,http://www.wikidata.org/entity/Q2389073,Point(5.690483 48.358243
87696682,ChÃ¢teau-Chinon,O,N,763000,1,306+685,CHÃ‚TEAU-CHINON(CAMPAGNE,NIEVRE,3638,d9d9b268-6667-11e3-89ff-01f464e0362d,770281.8052,6663923.954,3.926178092,47.0718544,"47.0718544003, 3.92617809223","47.0718544003, 3.92617809223","{""type"": ""Point"", ""coordinates"": [3.926178092229213, 47.071854400252064]}",,,,,87696682,87696682,,,,,,,,,,,,
87732404,Gannat,O,O,790000,1,378+390,GANNAT,ALLIER,4260,d9717cca-6667-11e3-89ff-01f464e0362d,715826.9804,6555334.902,3.20486522,46.09761786,"46.0976178635, 3.20486522004","46.0976178634, 3.20486522004","{""type"": ""Point"", ""coordinates"": [3.2048652200449, 46.09761786344047]}",http://www.wikidata.org/entity/Q272347,Gannat,Point(3.198333333 46.1,GANNAT,87732404,87732404,StopArea:OCE87732404,Gare de Gannat,,46.09743576,3.20488011,,,1,,87732404,http://www.wikidata.org/entity/Q2154970,Point(3.204762 46.097567
87540179,Dourdan-la-ForÃªt,N,O,550000,1,056+550,DOURDAN,ESSONNE,8111,e037698a-19bf-11e5-82ff-01fc64e0362d,625922.953,6826620.181,1.99656893,48.53558063,"48.5355806263, 1.99656893004","48.5355806263, 1.99656893004","{""type"": ""Point"", ""coordinates"": [1.996568930039589, 48.53558062629054]}",http://www.wikidata.org/entity/Q646609,Dourdan,Point(2.010833333 48.528888888,DOURDAN,87540179,87540179,,,,,,,,,,,,
87184523,MontbÃ©liard,O,O,858000,1,000+000,MONTBELIARD,DOUBS,5584,d99f0f6e-6667-11e3-89ff-01f464e0362d,985742.579,6717534.722,6.796775729,47.49633643,"47.496336427, 6.7967757289","47.496336427, 6.7967757289","{""type"": ""Point"", ""coordinates"": [6.796775728898191, 47.49633642701709]}",,,,,87184523,87184523,StopArea:OCE87184523,Gare de Montbéliard-Ville,,47.51054379,6.80131451,,,1,,87184523,,
87611376,Cintegabelle,O,O,672000,1,039+843,CINTEGABELLE,HAUTE-GARONNE,3722,c0e906f2-f312-11e3-90ff-015864e0362d,579900.525,6246245.344,1.520565037,43.30524527,"43.3052452699, 1.52056503726","43.3052452698, 1.52056503726","{""type"": ""Point"", ""coordinates"": [1.520565037259205, 43.30524526984747]}",http://www.wikidata.org/entity/Q1152930,Cintegabelle,Point(1.530555555 43.312777777,CINTEGABELLE,87611376,87611376,StopArea:OCE87611376,Gare de Cintegabelle,,43.30534693,1.52108538,,,1,,87611376,http://www.wikidata.org/entity/Q2292610,Point(1.520556 43.305278
87316109,Dommartin-Remiencourt,N,O,272000,1,116+537,DOMMARTIN,SOMME,3980,d9a4d616-6667-11e3-89ff-01f464e0362d,656264.9118,6966966.638,2.392937652,49.80006569,"49.8000656879, 2.39293765231","49.8000656879, 2.39293765231","{""type"": ""Point"", ""coordinates"": [2.392937652308748, 49.800065687889344]}",http://www.wikidata.org/entity/Q68974,Dommartin,Point(2.391111111 49.800833333,DOMMARTIN,87316109,87316109,StopArea:OCE87316109,Gare de Dommartin-Remiencourt,,49.79928947,2.39254981,,,1,,87316109,http://www.wikidata.org/entity/Q2702823,Point(2.3925 49.799444
87316109,Dommartin-Remiencourt,N,O,272000,1,116+537,DOMMARTIN,SOMME,3980,d9a4d616-6667-11e3-89ff-01f464e0362d,656264.9118,6966966.638,2.392937652,49.80006569,"49.8000656879, 2.39293765231","49.8000656879, 2.39293765231","{""type"": ""Point"", ""coordinates"": [2.392937652308748, 49.800065687889344]}",http://www.wikidata.org/entity/Q580443,Dommartin,Point(4.99 46.3375,DOMMARTIN,87316109,87316109,StopArea:OCE87316109,Gare de Dommartin-Remiencourt,,49.79928947,2.39254981,,,1,,87316109,http://www.wikidata.org/entity/Q2702823,Point(2.3925 49.799444
87316109,Dommartin-Remiencourt,N,O,272000,1,116+537,DOMMARTIN,SOMME,3980,d9a4d616-6667-11e3-89ff-01f464e0362d,656264.9118,6966966.638,2.392937652,49.80006569,"49.8000656879, 2.39293765231","49.8000656879, 2.39293765231","{""type"": ""Point"", ""coordinates"": [2.392937652308748, 49.800065687889344]}",http://www.wikidata.org/entity/Q838861,Dommartin,Point(6.306944444 46.924722222,DOMMARTIN,87316109,87316109,StopArea:OCE87316109,Gare de Dommartin-Remiencourt,,49.79928947,2.39254981,,,1,,87316109,http://www.wikidata.org/entity/Q2702823,Point(2.3925 49.799444
87316109,Dommartin-Remiencourt,N,O,272000,1,116+537,DOMMARTIN,SOMME,3980,d9a4d616-6667-11e3-89ff-01f464e0362d,656264.9118,6966966.638,2.392937652,49.80006569,"49.8000656879, 2.39293765231","49.8000656879, 2.39293765231","{""type"": ""Point"", ""coordinates"": [2.392937652308748, 49.800065687889344]}",http://www.wikidata.org/entity/Q1098286,Dommartin,Point(3.845 47.067777777,DOMMARTIN,87316109,87316109,StopArea:OCE87316109,Gare de Dommartin-Remiencourt,,49.79928947,2.39254981,,,1,,87316109,http://www.wikidata.org/entity/Q2702823,Point(2.3925 49.799444
87316109,Dommartin-Remiencourt,N,O,272000,1,116+537,DOMMARTIN,SOMME,3980,d9a4d616-6667-11e3-89ff-01f464e0362d,656264.9118,6966966.638,2.392937652,49.80006569,"49.8000656879, 2.39293765231","49.8000656879, 2.39293765231","{""type"": ""Point"", ""coordinates"": [2.392937652308748, 49.800065687889344]}",http://www.wikidata.org/entity/Q1364733,Dommartin,Point(4.711388888 45.835,DOMMARTIN,87316109,87316109,StopArea:OCE87316109,Gare de Dommartin-Remiencourt,,49.79928947,2.39254981,,,1,,87316109,http://www.wikidata.org/entity/Q2702823,Point(2.3925 49.799444
87784447,CaudiÃ¨s,O,N,676000,1,425+639,CAUDIÃˆS-DE-FENOUILLÃˆDES,PYRENEES-ORIENTALES,3514,d9a5483c-6667-11e3-89ff-01f464e0362d,648668.0517,6190330.408,2.373080346,42.81063995,"42.8106399509, 2.37308034621","42.8106399508, 2.37308034621","{""type"": ""Point"", ""coordinates"": [2.37308034621385, 42.810639950828005]}",,,,,87784447,87784447,,,,,,,,,,,,
87696203,Tronsanges,N,O,750000,1,234+979,TRONSANGES,NIEVRE,7045,dff7cb1a-19bf-11e5-82ff-01fc64e0362d,704093.3588,6668097.426,3.053982609,47.11312698,"47.1131269827, 3.05398260895","47.1131269827, 3.05398260895","{""type"": ""Point"", ""coordinates"": [3.05398260895319, 47.11312698270897]}",http://www.wikidata.org/entity/Q27625,Tronsanges,Point(3.053055555 47.112777777,TRONSANGES,87696203,87696203,StopArea:OCE87696203,Gare de Tronsanges,,47.11288114,3.05421547,,,1,,87696203,http://www.wikidata.org/entity/Q3097909,Point(3.054167 47.113611
87381186,Santeuil-Le Perchay,N,O,330000,2,043+072,SANTEUIL,VAL-D'OISE,6753,d9d91908-6667-11e3-89ff-01f464e0362d,623289.7793,6892093.869,1.949101837,49.12405279,"49.1240527861, 1.94910183678","49.1240527861, 1.94910183678","{""type"": ""Point"", ""coordinates"": [1.949101836775274, 49.12405278607634]}",http://www.wikidata.org/entity/Q1138970,Santeuil,Point(1.733333333 48.387777777,SANTEUIL,87381186,87381186,,,,,,,,,,,,
87381186,Santeuil-Le Perchay,N,O,330000,2,043+072,SANTEUIL,VAL-D'OISE,6753,d9d91908-6667-11e3-89ff-01f464e0362d,623289.7793,6892093.869,1.949101837,49.12405279,"49.1240527861, 1.94910183678","49.1240527861, 1.94910183678","{""type"": ""Point"", ""coordinates"": [1.949101836775274, 49.12405278607634]}",http://www.wikidata.org/entity/Q1623441,Santeuil,Point(1.951388888 49.125555555,SANTEUIL,87381186,87381186,,,,,,,,,,,,
87696179,Pouilly-sur-Loire,O,O,750000,1,214+004,POUILLY-SUR-LOIRE,NIEVRE,6141,297a4c76-dfbc-11e3-a2ff-01a464e0362d,697358.2537,6686913.227,2.965051212,47.28252848,"47.2825284827, 2.96505121154","47.2825284827, 2.96505121154","{""type"": ""Point"", ""coordinates"": [2.965051211539135, 47.28252848270953]}",http://www.wikidata.org/entity/Q46529,Pouilly-sur-Loire,Point(2.957777777 47.282777777,POUILLY-SUR-LOIRE,87696179,87696179,StopArea:OCE87696179,Gare de Pouilly-sur-Loire,,47.28216962,2.96606338,,,1,,87696179,http://www.wikidata.org/entity/Q3097338,Point(2.963611 47.282778
87214809,ChÃ¢tenois-Bas-Rhin,O,N,116000,1,004+731,CHÃ‚TENOIS,BAS-RHIN,3662,d9b07db4-6667-11e3-89ff-01f464e0362d,1026368.175,6806440.601,7.401331366,48.27641611,"48.2764161144, 7.40133136591","48.2764161144, 7.40133136591","{""type"": ""Point"", ""coordinates"": [7.401331365912153, 48.2764161143685]}",,,,,87214809,87214809,,,,,,,,,,,,
87694596,Brion-Laizy,N,O,761000,1,005+504,LAIZY,SAONE-ET-LOIRE,3406,d9a43d6c-6667-11e3-89ff-01f464e0362d,791866.9839,6646069.149,4.206993421,46.90848958,"46.9084895759, 4.20699342067","46.9084895759, 4.20699342067","{""type"": ""Point"", ""coordinates"": [4.206993420666482, 46.908489575928975]}",http://www.wikidata.org/entity/Q1467684,Laizy,Point(4.200555555 46.908055555,LAIZY,87694596,87694596,StopArea:OCE87694596,Brion-Laizy,,46.90855873,4.20719522,,,1,,87694596,,
87575340,CouhÃ©-VÃ©rac,O,N,570000,3,370+060,CEAUX-EN-COUHÃ‰,VIENNE,3834,d98e0cd4-6667-11e3-89ff-01f464e0362d,488007.384,6582242.532,0.244912133,46.30679513,"46.3067951277, 0.244912132993","46.3067951277, 0.244912132993","{""type"": ""Point"", ""coordinates"": [0.244912132992895, 46.306795127680964]}",,,,,87575340,87575340,,,,,,,,,,,,
87584722,St-Sulpice-Izon,N,O,570000,3,561+591,SAINT-SULPICE-ET-CAMEYRAC,GIRONDE,6681,e03b87ea-19bf-11e5-82ff-01fc64e0362d,432452.5347,6429626.911,-0.391144962,44.91412294,"44.914122942, -0.391144962037","44.914122942, -0.391144962037","{""type"": ""Point"", ""coordinates"": [-0.391144962036711, 44.91412294199823]}",http://www.wikidata.org/entity/Q501807,Saint-Sulpice-et-Cameyrac,Point(-0.390555555 44.91,SAINT-SULPICE-ET-CAMEYRAC,87584722,87584722,StopArea:OCE87584722,Gare de St-Sulpice-Izon,,44.91417224,-0.39221784,,,1,,87584722,,
87212027,Strasbourg-Ville,O,O,142000,1,000+000,STRASBOURG,BAS-RHIN,6900,c0203502-f312-11e3-90ff-015864e0362d,1048971.224,6842114.905,7.734259299,48.58506336,"48.5850633616, 7.73425929905","48.5850633615, 7.73425929905","{""type"": ""Point"", ""coordinates"": [7.734259299051057, 48.5850633615385]}",http://www.wikidata.org/entity/Q6602,Strasbourg,Point(7.752222222 48.573333333,STRASBOURG,87212027,87212027,StopArea:OCE87212027,Gare de Strasbourg,,48.5851719,7.73396834,,,1,,87212027,http://www.wikidata.org/entity/Q801473,Point(7.734263 48.585144
87485474,La CrÃ¨che,N,O,538000,1,059+581,LA CRÃˆCHE,DEUX-SEVRES,4643,d9cae666-6667-11e3-89ff-01f464e0362d,446640.1389,6589799.392,-0.296227383,46.36052301,"46.3605230136, -0.296227383316","46.3605230135, -0.296227383316","{""type"": ""Point"", ""coordinates"": [-0.296227383315687, 46.360523013548175]}",,,,,87485474,87485474,StopArea:OCE87485474,Gare de La Crèche,,46.36042259,-0.2962778,,,1,,87485474,,
87297085,La Bouteille,N,O,229000,1,186+430,LA BOUTEILLE,AISNE,4602,c101ed7c-f312-11e3-90ff-015864e0362d,770718.8958,6973924.562,3.982780235,49.86013201,"49.8601320063, 3.9827802346","49.8601320062, 3.9827802346","{""type"": ""Point"", ""coordinates"": [3.982780234602766, 49.860132006236455]}",http://www.wikidata.org/entity/Q846026,La Bouteille,Point(3.971944444 49.859444444,LA BOUTEILLE,87297085,87297085,StopArea:OCE87297085,Gare de La Bouteille,,49.85965622,3.98153488,,,1,,87297085,http://www.wikidata.org/entity/Q2430408,Point(3.98169 49.859606
87382341,SÃ¨vres-Ville-d'Avray,N,O,973000,1,016+583,SEVRES,HAUTS-DE-SEINE,6848,d994cc5e-6667-11e3-89ff-01f464e0362d,641326.9248,6858891.675,2.200787293,48.82741176,"48.8274117603, 2.20078729302","48.8274117603, 2.20078729302","{""type"": ""Point"", ""coordinates"": [2.200787293018456, 48.82741176031819]}",,,,,87382341,87382341,,,,,,,,,,,,
87575225,Chasseneuil-Vienne,O,O,570000,3,328+148,CHASSENEUIL-DU-POITOU,VIENNE,3635,d9a367e8-6667-11e3-89ff-01f464e0362d,499126.7922,6620213.33,0.372900773,46.65191702,"46.651917017, 0.372900773441","46.651917017, 0.372900773441","{""type"": ""Point"", ""coordinates"": [0.372900773440519, 46.65191701702152]}",http://www.wikidata.org/entity/Q845994,Chasseneuil-du-Poitou,Point(0.372222222 46.651111111,CHASSENEUIL-DU-POITOU,87575225,87575225,StopArea:OCE87575225,Gare de Chasseneuil-Vienne,,46.65179375,0.37281122,,,1,,87575225,,
87672337,Peyrehorade,N,O,650000,1,287+827,PEYREHORADE,LANDES,5986,d98c6232-6667-11e3-89ff-01f464e0362d,367461.0963,6280635.474,-1.115201805,43.54678372,"43.5467837213, -1.11520180541","43.5467837212, -1.11520180541","{""type"": ""Point"", ""coordinates"": [-1.115201805409081, 43.5467837212345]}",http://www.wikidata.org/entity/Q664928,Peyrehorade,Point(-1.1 43.545,PEYREHORADE,87672337,87672337,StopArea:OCE87672337,Gare de Peyrehorade,,43.54677022,-1.11579128,,,1,,87672337,http://www.wikidata.org/entity/Q2342837,Point(-1.115715 43.546847
87583468,RoumaziÃ¨res-Loubert,N,O,608000,1,000+000,ROUMAZIÃˆRES-LOUBERT,CHARENTE,6319,2979c9a4-dfbc-11e3-a2ff-01a464e0362d,512269.6998,6535064.946,0.578810932,45.88935397,"45.8893539704, 0.578810931882","45.8893539704, 0.578810931882","{""type"": ""Point"", ""coordinates"": [0.578810931882468, 45.889353970411044]}",,,,,87583468,87583468,,,,,,,,,,,,
87583823,LuxÃ©,N,O,570000,3,420+303,LUXÃ‰,CHARENTE,5284,e0306d06-19bf-11e5-82ff-01fc64e0362d,475870.9072,6536060.992,0.109284794,45.88729558,"45.8872955844, 0.109284793648","45.8872955844, 0.109284793648","{""type"": ""Point"", ""coordinates"": [0.109284793647744, 45.887295584379316]}",,,,,87583823,87583823,StopArea:OCE87583823,Gare de Luxé,,45.88721577,0.10915244,,,1,,87583823,http://www.wikidata.org/entity/Q2249657,Point(0.109401 45.887384
87783456,Tournemire-Roquefort,N,O,727000,1,524+584,TOURNEMIRE,AVEYRON,7015,d9a040f0-6667-11e3-89ff-01f464e0362d,701331.4309,6318997.872,3.016591363,43.9699819,"43.9699818961, 3.01659136324","43.9699818961, 3.01659136324","{""type"": ""Point"", ""coordinates"": [3.016591363237481, 43.96998189612201]}",http://www.wikidata.org/entity/Q350167,Tournemire,Point(2.482222222 45.054444444,TOURNEMIRE,87783456,87783456,StopArea:OCE87783456,Gare de Tournemire-Roquefort,,43.96998315,3.01658021,,,1,,87783456,http://www.wikidata.org/entity/Q3097889,Point(3.0166667 43.9697222
87783456,Tournemire-Roquefort,N,O,727000,1,524+584,TOURNEMIRE,AVEYRON,7015,d9a040f0-6667-11e3-89ff-01f464e0362d,701331.4309,6318997.872,3.016591363,43.9699819,"43.9699818961, 3.01659136324","43.9699818961, 3.01659136324","{""type"": ""Point"", ""coordinates"": [3.016591363237481, 43.96998189612201]}",http://www.wikidata.org/entity/Q932009,Tournemire,Point(3.019444444 43.969166666,TOURNEMIRE,87783456,87783456,StopArea:OCE87783456,Gare de Tournemire-Roquefort,,43.96998315,3.01658021,,,1,,87783456,http://www.wikidata.org/entity/Q3097889,Point(3.0166667 43.9697222
